Distance,Cross level,Curvature,Lateral,Vertical,Gauge
567.0,0.018,0.0,-0.758,-0.137,-0.296
567.25,0.032,0.0,-0.725,-0.071,-0.484
567.5,0.045,0.0,-0.693,-0.006,-0.672
567.75,0.034,0.0,-0.745,0.13,-0.58
568.0,0.022,0.0,-0.798,0.266,-0.489
568.25,-0.044,0.0,-0.709,0.343,-0.457
568.5,-0.11,0.0,-0.621,0.42,-0.426
568.75,-0.227,0.0,-0.608,0.408,-0.266
569.0,-0.343,0.0,-0.595,0.395,-0.106
569.25,-0.426,0.0,-0.729,0.436,0.069
569.5,-0.509,0.0,-0.862,0.476,0.244
569.75,-0.668,0.0,-0.855,0.535,0.396
570.0,-0.825,0.0,-0.849,0.594,0.548
570.25,-0.91,0.0,-0.797,0.705,0.263
570.5,-0.995,0.0,-0.745,0.817,-0.021
570.75,-0.989,0.0,-0.701,0.895,-0.092
571.0,-0.983,0.0,-0.656,0.973,-0.162
571.25,-0.885,0.0,-0.766,0.931,-0.175
571.5,-0.786,0.0,-0.876,0.89,-0.189
571.75,-0.55,0.0,-1.051,0.874,-0.105
572.0,-0.313,0.0,-1.226,0.859,-0.021
572.25,-0.086,0.0,-1.27,0.85,0.076
572.5,0.141,0.0,-1.313,0.842,0.173
572.75,0.284,0.0,-1.231,0.753,0.35
573.0,0.426,0.0,-1.149,0.664,0.527
573.25,0.575,0.0,-0.967,0.647,0.536
573.5,0.724,0.0,-0.786,0.63,0.545
573.75,0.838,0.0,-0.933,0.628,0.561
574.0,0.953,0.0,-1.08,0.625,0.576
574.25,1.048,0.0,-1.171,0.561,0.693
574.5,1.143,0.0,-1.261,0.497,0.809
574.75,1.135,0.0,-1.159,0.491,0.743
575.0,1.129,0.0,-1.059,0.485,0.677
575.25,1.128,0.0,-0.89,0.508,0.589
575.5,1.126,0.0,-0.722,0.531,0.5
575.75,0.995,0.0,-0.615,0.504,0.633
576.0,0.863,0.0,-0.508,0.477,0.766
576.25,0.642,0.0,-0.302,0.324,0.863
576.5,0.421,0.0,-0.097,0.171,0.959
576.75,0.372,0.0,-0.048,0.093,1.11
577.0,0.323,0.0,0.0,0.014,1.26
577.25,0.219,0.0,-0.014,-0.022,1.539
577.5,0.114,0.0,-0.028,-0.058,1.818
577.75,0.043,0.0,0.217,-0.125,1.61
578.0,-0.029,0.0,0.461,-0.192,1.403
578.25,-0.027,0.0,0.551,-0.126,1.262
578.5,-0.024,0.0,0.641,-0.06,1.12
578.75,0.016,0.0,0.561,0.04,0.601
579.0,0.056,0.0,0.482,0.14,0.083
579.25,0.123,0.0,0.401,0.074,-0.016
579.5,0.191,0.0,0.32,0.007,-0.114
579.75,0.373,0.0,0.223,-0.034,-0.342
580.0,0.557,0.0,0.125,-0.074,-0.571
580.25,0.851,0.0,-0.046,-0.129,-0.608
580.5,1.145,0.0,-0.217,-0.184,-0.646
580.75,1.305,0.0,-0.288,-0.263,-0.338
581.0,1.466,0.0,-0.36,-0.343,-0.031
581.25,1.343,0.0,-0.373,-0.527,0.21
581.5,1.22,0.0,-0.386,-0.711,0.451
581.75,1.049,0.0,-0.298,-0.923,0.735
582.0,0.878,0.0,-0.21,-1.134,1.018
582.25,0.68,0.0,-0.182,-1.388,1.064
582.5,0.482,0.0,-0.155,-1.641,1.11
582.75,0.323,0.0,-0.017,-1.852,0.921
583.0,0.164,0.0,0.121,-2.063,0.733
583.25,0.063,0.0,0.186,-2.048,0.852
583.5,-0.038,0.0,0.251,-2.034,0.971
583.75,-0.181,0.0,0.44,-1.866,0.792
584.0,-0.324,0.0,0.629,-1.698,0.613
584.25,-0.598,0.0,0.763,-1.623,0.407
584.5,-0.872,0.0,0.897,-1.547,0.202
584.75,-1.007,0.0,0.961,-1.432,0.049
585.0,-1.141,0.0,1.025,-1.316,-0.105
585.25,-1.038,0.0,0.985,-1.262,-0.195
585.5,-0.935,0.0,0.945,-1.208,-0.284
585.75,-0.77,0.0,0.953,-1.237,-0.206
586.0,-0.605,0.0,0.962,-1.267,-0.127
586.25,-0.475,0.0,0.94,-1.274,-0.166
586.5,-0.344,0.0,0.918,-1.28,-0.205
586.75,-0.391,0.0,0.932,-1.303,-0.233
587.0,-0.438,0.0,0.947,-1.327,-0.26
587.25,-0.492,0.0,0.851,-1.502,-0.466
587.5,-0.545,0.0,0.756,-1.678,-0.671
587.75,-0.56,0.0,0.636,-1.78,-0.66
588.0,-0.574,0.0,0.515,-1.881,-0.649
588.25,-0.497,0.0,0.356,-1.944,-0.629
588.5,-0.419,0.0,0.196,-2.008,-0.609
588.75,-0.419,0.0,0.269,-2.0,-0.529
589.0,-0.418,0.0,0.342,-1.993,-0.448
589.25,-0.458,0.0,0.387,-1.955,-0.506
589.5,-0.498,0.0,0.433,-1.916,-0.563
589.75,-0.619,0.0,0.394,-1.889,-0.6
590.0,-0.74,0.0,0.355,-1.861,-0.636
590.25,-0.862,0.0,0.325,-1.865,-0.603
590.5,-0.985,0.0,0.295,-1.869,-0.57
590.75,-1.084,0.0,0.308,-1.985,-0.657
591.0,-1.183,0.0,0.322,-2.1,-0.744
591.25,-1.059,0.0,0.299,-2.084,-0.863
591.5,-0.936,0.0,0.277,-2.068,-0.983
591.75,-0.995,0.0,0.283,-2.001,-1.113
592.0,-1.054,0.0,0.289,-1.934,-1.243
592.25,-1.023,0.001,0.265,-1.922,-1.273
592.5,-0.993,0.002,0.24,-1.91,-1.304
592.75,-0.857,0.002,0.085,-1.792,-1.202
593.0,-0.72,0.002,-0.07,-1.675,-1.099
593.25,-0.619,0.002,-0.253,-1.678,-1.066
593.5,-0.517,0.002,-0.437,-1.681,-1.032
593.75,-0.452,0.002,-0.406,-1.68,-0.726
594.0,-0.386,0.002,-0.375,-1.68,-0.42
594.25,-0.287,0.002,-0.466,-1.536,-0.45
594.5,-0.188,0.002,-0.557,-1.393,-0.481
594.75,-0.261,0.002,-0.654,-1.204,-0.408
595.0,-0.333,0.002,-0.752,-1.014,-0.336
595.25,-0.671,0.002,-0.755,-0.858,-0.189
595.5,-1.01,0.002,-0.757,-0.701,-0.042
595.75,-1.369,0.002,-0.658,-0.499,-0.315
596.0,-1.728,0.002,-0.558,-0.297,-0.587
596.25,-1.923,0.002,-0.507,-0.016,-0.755
596.5,-2.117,0.002,-0.456,0.265,-0.923
596.75,-2.182,0.002,-0.414,0.523,-1.03
597.0,-2.247,0.002,-0.372,0.78,-1.136
597.25,-2.192,0.003,-0.228,1.0,-1.047
597.5,-2.137,0.005,-0.085,1.221,-0.959
597.75,-1.996,0.005,-0.101,1.381,-0.902
598.0,-1.854,0.005,-0.118,1.541,-0.846
598.25,-1.753,0.005,-0.146,1.511,-0.993
598.5,-1.653,0.005,-0.174,1.48,-1.14
598.75,-1.532,0.005,-0.181,1.456,-1.019
599.0,-1.411,0.005,-0.189,1.432,-0.898
599.25,-1.279,0.005,-0.224,1.511,-0.753
599.5,-1.147,0.005,-0.259,1.591,-0.609
599.75,-1.111,0.005,-0.339,1.692,-0.475
600.0,-1.073,0.005,-0.42,1.793,-0.341
600.25,-1.207,0.005,-0.465,1.815,-0.182
600.5,-1.342,0.005,-0.509,1.836,-0.023
600.75,-1.594,0.005,-0.555,2.084,-0.123
601.0,-1.846,0.005,-0.602,2.331,-0.222
601.25,-2.137,0.005,-0.563,2.639,-0.284
601.5,-2.428,0.005,-0.525,2.946,-0.345
601.75,-2.413,0.005,-0.53,3.189,-0.451
602.0,-2.399,0.005,-0.535,3.432,-0.556
602.25,-2.211,0.006,-0.419,3.686,-0.47
602.5,-2.023,0.007,-0.303,3.939,-0.385
602.75,-1.757,0.007,-0.156,3.965,-0.287
603.0,-1.491,0.007,-0.009,3.99,-0.189
603.25,-1.312,0.007,0.06,3.866,-0.314
603.5,-1.134,0.007,0.129,3.743,-0.439
603.75,-0.921,0.007,0.107,3.616,-0.336
604.0,-0.709,0.007,0.085,3.489,-0.232
604.25,-0.571,0.007,0.223,3.324,-0.172
604.5,-0.432,0.007,0.36,3.158,-0.111
604.75,-0.246,0.007,0.489,3.039,-0.033
605.0,-0.06,0.007,0.617,2.92,0.045
605.25,0.092,0.007,0.66,2.808,0.035
605.5,0.244,0.007,0.703,2.696,0.024
605.75,0.264,0.007,0.675,2.756,-0.029
606.0,0.284,0.007,0.647,2.816,-0.082
606.25,0.066,0.007,0.499,2.916,-0.014
606.5,-0.152,0.007,0.352,3.015,0.054
606.75,-0.255,0.007,0.282,3.126,0.077
607.0,-0.358,0.007,0.213,3.236,0.101
607.25,-0.372,0.006,0.233,3.441,0.045
607.5,-0.386,0.005,0.253,3.646,-0.011
607.75,-0.345,0.005,0.344,3.766,-0.155
608.0,-0.303,0.005,0.436,3.887,-0.299
608.25,-0.216,0.005,0.566,3.939,-0.175
608.5,-0.128,0.005,0.696,3.991,-0.05
608.75,0.021,0.005,0.678,3.923,0.059
609.0,0.171,0.005,0.66,3.856,0.168
609.25,0.255,0.005,0.756,3.706,0.302
609.5,0.339,0.005,0.851,3.557,0.435
609.75,0.525,0.005,1.009,3.362,0.331
610.0,0.712,0.005,1.167,3.168,0.226
610.25,1.016,0.005,1.301,2.959,0.152
610.5,1.32,0.005,1.435,2.751,0.078
610.75,1.66,0.004,1.503,2.537,0.161
611.0,2.0,0.003,1.572,2.323,0.243
611.25,2.32,0.003,1.542,2.163,0.46
611.5,2.64,0.003,1.513,2.002,0.676
611.75,2.797,0.003,1.496,1.778,0.859
612.0,2.954,0.003,1.479,1.553,1.041
612.25,3.033,-0.002,1.27,1.357,1.127
612.5,3.112,-0.007,1.061,1.16,1.213
612.75,3.022,-0.007,0.841,1.05,1.05
613.0,2.932,-0.007,0.621,0.939,0.887
613.25,2.828,-0.007,0.515,0.833,0.818
613.5,2.723,-0.007,0.409,0.727,0.749
613.75,2.578,-0.007,0.205,0.638,0.439
614.0,2.432,-0.007,0.001,0.549,0.128
614.25,2.316,-0.007,-0.016,0.443,0.115
614.5,2.199,-0.007,-0.033,0.338,0.103
614.75,2.072,-0.007,-0.04,0.127,0.101
615.0,1.945,-0.007,-0.047,-0.082,0.098
615.25,1.977,-0.007,0.025,-0.356,0.117
615.5,2.008,-0.007,0.096,-0.629,0.137
615.75,2.27,-0.008,0.104,-1.089,0.485
616.0,2.533,-0.01,0.111,-1.549,0.832
616.25,3.196,-0.01,0.114,-2.254,0.872
616.5,3.859,-0.01,0.117,-2.96,0.912
616.75,4.356,-0.01,0.267,-3.568,1.086
617.0,4.854,-0.01,0.418,-4.176,1.259
617.25,5.026,-0.01,0.249,-4.556,1.21
617.5,5.199,-0.011,0.08,-4.936,1.161
617.75,5.039,-0.011,-0.084,-5.069,1.177
618.0,4.879,-0.011,-0.249,-5.202,1.194
618.25,4.542,-0.011,-0.439,-5.193,1.095
618.5,4.205,-0.011,-0.629,-5.184,0.995
618.75,3.829,-0.011,-0.832,-5.075,0.655
619.0,3.454,-0.011,-1.034,-4.965,0.315
619.25,3.124,-0.011,-1.207,-4.74,-0.005
619.5,2.794,-0.011,-1.379,-4.516,-0.324
619.75,2.603,-0.011,-1.392,-4.217,-0.281
620.0,2.412,-0.011,-1.406,-3.918,-0.238
620.25,2.217,-0.011,-1.352,-3.499,-0.16
620.5,2.023,-0.011,-1.297,-3.079,-0.082
620.75,2.028,-0.012,-1.284,-2.834,0.108
621.0,2.034,-0.014,-1.271,-2.589,0.298
621.25,2.117,-0.014,-1.208,-2.628,0.511
621.5,2.199,-0.014,-1.146,-2.666,0.725
621.75,2.298,-0.014,-1.105,-2.791,0.87
622.0,2.397,-0.014,-1.064,-2.916,1.014
622.25,2.395,-0.012,-1.05,-3.021,0.971
622.5,2.394,-0.011,-1.036,-3.126,0.927
622.75,2.343,-0.011,-1.092,-3.226,1.025
623.0,2.292,-0.011,-1.149,-3.325,1.122
623.25,2.143,-0.011,-1.016,-3.325,1.166
623.5,1.994,-0.011,-0.883,-3.324,1.21
623.75,1.801,-0.011,-0.898,-3.338,1.107
624.0,1.608,-0.011,-0.913,-3.352,1.004
624.25,1.524,-0.011,-1.133,-3.275,0.751
624.5,1.441,-0.011,-1.354,-3.199,0.498
624.75,1.565,-0.011,-1.53,-3.095,0.318
625.0,1.69,-0.011,-1.706,-2.99,0.138
625.25,1.682,-0.011,-1.801,-2.842,0.189
625.5,1.674,-0.011,-1.896,-2.694,0.239
625.75,1.491,-0.01,-2.021,-2.471,0.092
626.0,1.308,-0.01,-2.145,-2.248,-0.056
626.25,1.071,-0.01,-2.0,-2.034,-0.112
626.5,0.835,-0.01,-1.855,-1.821,-0.169
626.75,0.57,-0.01,-1.861,-1.662,-0.283
627.0,0.305,-0.01,-1.867,-1.503,-0.397
627.25,0.151,-0.008,-1.756,-1.356,-0.361
627.5,-0.003,-0.007,-1.644,-1.21,-0.325
627.75,-0.076,-0.007,-1.587,-1.097,-0.265
628.0,-0.149,-0.007,-1.531,-0.984,-0.205
628.25,-0.134,-0.007,-1.444,-0.763,-0.03
628.5,-0.119,-0.007,-1.356,-0.541,0.145
628.75,-0.027,-0.007,-1.153,-0.335,0.37
629.0,0.066,-0.007,-0.951,-0.129,0.596
629.25,0.134,-0.007,-0.707,0.072,0.775
629.5,0.202,-0.007,-0.463,0.274,0.954
629.75,0.202,-0.007,-0.398,0.353,1.042
630.0,0.204,-0.007,-0.333,0.434,1.129
630.25,0.28,-0.007,-0.434,0.489,1.112
630.5,0.356,-0.007,-0.536,0.545,1.095
630.75,0.392,-0.002,-0.574,0.672,1.104
631.0,0.429,0.003,-0.611,0.799,1.113
631.25,0.341,0.003,-0.683,1.044,1.022
631.5,0.254,0.003,-0.755,1.288,0.932
631.75,0.062,0.003,-0.793,1.432,0.63
632.0,-0.129,0.003,-0.83,1.575,0.328
632.25,-0.375,0.004,-0.732,1.607,0.206
632.5,-0.621,0.005,-0.634,1.638,0.083
632.75,-0.805,0.005,-0.532,1.582,0.01
633.0,-0.988,0.005,-0.431,1.525,-0.063
633.25,-1.049,0.005,-0.456,1.497,0.004
633.5,-1.11,0.005,-0.482,1.468,0.07
633.75,-1.014,0.005,-0.276,1.408,0.275
634.0,-0.919,0.005,-0.069,1.349,0.481
634.25,-0.805,0.005,0.095,1.238,0.634
634.5,-0.692,0.005,0.259,1.126,0.788
634.75,-0.726,0.005,0.289,0.971,0.952
635.0,-0.758,0.005,0.319,0.817,1.117
635.25,-0.743,0.005,0.401,0.76,0.962
635.5,-0.727,0.005,0.483,0.704,0.807
635.75,-0.73,0.006,0.562,0.736,0.913
636.0,-0.732,0.007,0.64,0.768,1.02
636.25,-0.878,0.007,0.55,0.793,0.806
636.5,-1.025,0.007,0.46,0.818,0.593
636.75,-1.183,0.007,0.333,0.899,0.265
637.0,-1.342,0.007,0.205,0.98,-0.064
637.25,-1.491,0.007,0.238,0.933,-0.222
637.5,-1.641,0.007,0.272,0.886,-0.381
637.75,-1.731,0.007,0.36,0.786,-0.429
638.0,-1.821,0.007,0.448,0.687,-0.476
638.25,-1.871,0.007,0.428,0.606,-0.572
638.5,-1.92,0.007,0.408,0.526,-0.667
638.75,-1.781,0.007,0.487,0.431,-0.581
639.0,-1.642,0.007,0.565,0.335,-0.494
639.25,-1.603,0.007,0.405,0.111,-0.498
639.5,-1.564,0.007,0.246,-0.113,-0.501
639.75,-1.53,0.007,0.267,-0.334,-0.277
640.0,-1.495,0.007,0.288,-0.555,-0.053
640.25,-1.512,0.007,0.394,-0.652,-0.119
640.5,-1.529,0.007,0.5,-0.749,-0.184
640.75,-1.503,0.006,0.623,-0.752,-0.135
641.0,-1.476,0.005,0.747,-0.755,-0.086
641.25,-1.444,0.005,0.832,-0.758,-0.244
641.5,-1.411,0.005,0.916,-0.76,-0.402
641.75,-1.475,0.005,0.907,-0.621,-0.61
642.0,-1.54,0.005,0.898,-0.481,-0.819
642.25,-1.588,0.005,0.913,-0.397,-0.85
642.5,-1.636,0.005,0.929,-0.313,-0.881
642.75,-1.632,0.005,1.076,-0.265,-0.796
643.0,-1.628,0.005,1.223,-0.217,-0.711
643.25,-1.709,0.005,1.266,-0.263,-0.91
643.5,-1.79,0.005,1.31,-0.308,-1.11
643.75,-1.912,0.005,1.263,-0.318,-1.152
644.0,-2.033,0.005,1.216,-0.327,-1.194
644.25,-2.226,0.005,1.127,-0.451,-1.139
644.5,-2.418,0.005,1.038,-0.575,-1.085
644.75,-2.467,0.005,1.088,-0.685,-1.222
645.0,-2.514,0.005,1.136,-0.795,-1.36
645.25,-2.579,0.005,1.244,-0.911,-1.339
645.5,-2.645,0.005,1.352,-1.027,-1.318
645.75,-2.501,0.003,1.432,-1.043,-1.524
646.0,-2.357,0.002,1.511,-1.059,-1.73
646.25,-2.342,0.002,1.516,-1.038,-1.871
646.5,-2.326,0.002,1.52,-1.017,-2.012
646.75,-2.278,0.002,1.513,-0.794,-1.823
647.0,-2.231,0.002,1.505,-0.57,-1.634
647.25,-2.21,0.002,1.508,-0.334,-1.38
647.5,-2.189,0.002,1.511,-0.097,-1.125
647.75,-2.085,0.002,1.635,0.068,-0.914
648.0,-1.982,0.002,1.76,0.232,-0.703
648.25,-1.873,0.002,1.936,0.429,-0.741
648.5,-1.764,0.002,2.112,0.626,-0.78
648.75,-1.923,0.002,2.061,0.788,-0.736
649.0,-2.082,0.002,2.009,0.95,-0.692
649.25,-2.21,0.002,1.982,1.088,-0.735
649.5,-2.338,0.002,1.955,1.225,-0.778
649.75,-2.569,0.002,1.946,1.276,-1.129
650.0,-2.799,0.002,1.937,1.327,-1.481
650.25,-3.062,0.002,1.856,1.219,-1.42
650.5,-3.325,0.002,1.775,1.11,-1.359
650.75,-3.536,0.001,1.619,0.97,-1.899
651.0,-3.747,0.0,1.463,0.829,-2.439
651.25,-3.883,0.0,1.596,0.753,-2.264
651.5,-4.019,0.0,1.73,0.677,-2.089
651.75,-3.834,0.0,1.903,0.654,-1.462
652.0,-3.648,0.0,2.077,0.631,-0.836
652.25,-3.304,0.0,1.998,0.61,-0.586
652.5,-2.959,0.0,1.92,0.589,-0.337
652.75,-2.544,0.0,1.707,0.743,-0.393
653.0,-2.129,0.0,1.494,0.897,-0.449
653.25,-1.641,0.0,1.468,1.085,-0.46
653.5,-1.152,0.0,1.441,1.273,-0.471
653.75,-1.012,0.0,1.325,1.483,-0.346
654.0,-0.872,0.0,1.209,1.694,-0.221
654.25,-0.748,0.001,1.271,1.945,-0.119
654.5,-0.625,0.002,1.332,2.197,-0.017
654.75,-0.721,0.002,1.204,2.299,-0.222
655.0,-0.817,0.002,1.075,2.401,-0.428
655.25,-0.909,0.002,0.781,2.367,-0.445
655.5,-1.0,0.002,0.488,2.332,-0.463
655.75,-1.151,0.002,0.175,2.082,-0.691
656.0,-1.302,0.002,-0.138,1.832,-0.92
656.25,-1.262,0.002,-0.21,1.811,-0.574
656.5,-1.222,0.002,-0.283,1.79,-0.227
656.75,-1.143,0.002,-0.222,1.599,-0.031
657.0,-1.064,0.002,-0.161,1.408,0.165
657.25,-0.851,0.002,-0.268,1.252,0.23
657.5,-0.639,0.002,-0.374,1.097,0.294
657.75,-0.494,0.002,-0.532,1.026,0.23
658.0,-0.35,0.002,-0.689,0.955,0.167
658.25,-0.017,0.002,-0.826,0.775,0.357
658.5,0.315,0.002,-0.962,0.595,0.546
658.75,0.763,0.002,-0.942,0.422,0.557
659.0,1.21,0.002,-0.923,0.248,0.567
659.25,1.732,0.003,-0.833,0.052,0.726
659.5,2.254,0.005,-0.743,-0.144,0.885
659.75,2.552,0.005,-0.715,-0.231,1.004
660.0,2.852,0.005,-0.687,-0.318,1.123
660.25,3.06,0.005,-0.678,-0.467,1.162
660.5,3.268,0.005,-0.668,-0.616,1.2
660.75,3.226,0.005,-0.758,-0.81,1.199
661.0,3.183,0.005,-0.848,-1.005,1.197
661.25,3.137,0.005,-0.951,-1.126,1.407
661.5,3.092,0.005,-1.054,-1.247,1.617
661.75,2.956,0.005,-1.15,-1.276,1.551
662.0,2.82,0.005,-1.246,-1.305,1.485
662.25,2.603,0.005,-1.133,-1.136,1.197
662.5,2.386,0.005,-1.02,-0.968,0.91
662.75,2.114,0.005,-0.852,-0.598,0.786
663.0,1.841,0.005,-0.683,-0.229,0.662
663.25,1.537,0.005,-0.684,0.075,1.157
663.5,1.234,0.005,-0.684,0.379,1.651
663.75,1.358,0.005,-0.539,0.607,1.415
664.0,1.483,0.005,-0.394,0.835,1.179
664.25,1.711,0.006,-0.41,1.071,1.023
664.5,1.94,0.007,-0.425,1.308,0.868
664.75,2.339,0.007,-0.582,1.576,0.984
665.0,2.739,0.007,-0.739,1.845,1.1
665.25,2.994,0.007,-0.796,1.922,1.095
665.5,3.248,0.007,-0.854,2.0,1.091
665.75,3.268,0.007,-0.718,1.804,1.464
666.0,3.288,0.007,-0.582,1.609,1.837
666.25,3.329,0.007,-0.645,1.275,1.907
666.5,3.37,0.007,-0.707,0.941,1.978
666.75,3.283,0.007,-0.964,0.466,1.772
667.0,3.197,0.007,-1.221,-0.009,1.566
667.25,2.957,0.007,-1.307,-0.468,1.287
667.5,2.718,0.007,-1.393,-0.926,1.008
667.75,2.454,0.007,-1.526,-1.236,1.013
668.0,2.191,0.007,-1.659,-1.545,1.018
668.25,1.857,0.007,-1.694,-1.715,0.979
668.5,1.523,0.007,-1.729,-1.885,0.939
668.75,1.345,0.007,-1.546,-1.799,0.747
669.0,1.167,0.007,-1.362,-1.712,0.554
669.25,0.968,0.006,-1.332,-1.343,0.378
669.5,0.769,0.005,-1.302,-0.974,0.201
669.75,0.811,0.005,-1.242,-0.449,0.319
670.0,0.854,0.005,-1.182,0.077,0.437
670.25,0.966,0.005,-1.095,0.749,0.467
670.5,1.078,0.005,-1.009,1.422,0.497
670.75,1.145,0.005,-0.738,1.922,0.867
671.0,1.213,0.005,-0.468,2.423,1.236
671.25,1.328,0.005,-0.447,2.676,1.192
671.5,1.443,0.005,-0.425,2.93,1.148
671.75,1.642,0.005,-0.36,3.013,1.056
672.0,1.842,0.005,-0.294,3.097,0.963
672.25,1.901,0.005,-0.223,2.973,0.967
672.5,1.96,0.005,-0.152,2.849,0.971
672.75,1.988,0.005,-0.286,2.495,0.798
673.0,2.015,0.005,-0.419,2.142,0.624
673.25,1.886,0.005,-0.374,1.713,0.323
673.5,1.756,0.005,-0.329,1.284,0.021
673.75,1.497,0.005,-0.335,0.817,-0.052
674.0,1.238,0.005,-0.34,0.35,-0.125
674.25,0.873,0.0,-0.401,-0.038,-0.255
674.5,0.509,-0.005,-0.461,-0.427,-0.385
674.75,0.341,-0.005,-0.394,-0.595,-0.529
675.0,0.175,-0.005,-0.328,-0.763,-0.674
675.25,0.165,-0.005,-0.142,-0.721,-0.707
675.5,0.154,-0.005,0.043,-0.678,-0.74
675.75,0.367,-0.005,0.134,-0.44,-0.625
676.0,0.581,-0.005,0.225,-0.203,-0.51
676.25,0.667,-0.005,0.214,-0.074,-0.597
676.5,0.752,-0.005,0.202,0.055,-0.684
676.75,0.857,-0.005,0.242,0.185,-0.476
677.0,0.961,-0.005,0.283,0.314,-0.268
677.25,1.103,-0.005,0.224,0.424,-0.172
677.5,1.245,-0.005,0.166,0.535,-0.076
677.75,1.266,-0.005,0.095,0.526,-0.189
678.0,1.286,-0.005,0.025,0.518,-0.302
678.25,1.267,-0.005,0.099,0.463,-0.413
678.5,1.248,-0.005,0.172,0.409,-0.523
678.75,0.915,-0.005,-0.044,0.074,-0.216
679.0,0.582,-0.005,-0.26,-0.261,0.091
679.25,0.367,-0.006,-0.418,-0.583,0.062
679.5,0.153,-0.007,-0.577,-0.904,0.034
679.75,0.015,-0.007,-0.683,-1.285,-0.053
680.0,-0.12,-0.007,-0.79,-1.665,-0.141
680.25,-0.26,-0.007,-0.704,-1.903,-0.177
680.5,-0.4,-0.007,-0.617,-2.141,-0.213
680.75,-0.31,-0.007,-0.634,-2.152,-0.271
681.0,-0.219,-0.007,-0.651,-2.162,-0.329
681.25,-0.257,-0.007,-0.653,-2.024,-0.557
681.5,-0.294,-0.007,-0.656,-1.887,-0.785
681.75,-0.454,-0.007,-0.559,-1.655,-0.832
682.0,-0.614,-0.007,-0.463,-1.423,-0.88
682.25,-0.649,-0.007,-0.482,-1.14,-0.81
682.5,-0.684,-0.007,-0.501,-0.858,-0.739
682.75,-0.803,-0.007,-0.372,-0.561,-0.783
683.0,-0.921,-0.007,-0.243,-0.264,-0.827
683.25,-0.893,-0.007,-0.106,0.01,-0.806
683.5,-0.865,-0.007,0.031,0.284,-0.786
683.75,-0.93,-0.007,-0.05,0.357,-0.544
684.0,-0.994,-0.007,-0.13,0.43,-0.302
684.25,-0.923,-0.006,-0.189,0.287,-0.11
684.5,-0.853,-0.005,-0.247,0.145,0.081
684.75,-0.823,-0.005,-0.123,-0.176,0.224
685.0,-0.792,-0.005,0.0,-0.498,0.367
685.25,-0.779,-0.005,-0.089,-0.938,0.359
685.5,-0.765,-0.005,-0.179,-1.378,0.35
685.75,-0.718,-0.005,-0.234,-1.682,0.103
686.0,-0.67,-0.005,-0.289,-1.986,-0.145
686.25,-0.653,-0.005,-0.318,-2.067,-0.338
686.5,-0.636,-0.005,-0.347,-2.149,-0.531
686.75,-0.721,-0.005,-0.281,-2.151,-0.719
687.0,-0.805,-0.005,-0.216,-2.153,-0.907
687.25,-0.848,-0.005,-0.293,-2.026,-0.796
687.5,-0.89,-0.005,-0.37,-1.898,-0.685
687.75,-0.855,-0.005,-0.211,-1.673,-0.506
688.0,-0.82,-0.006,-0.053,-1.449,-0.327
688.25,-0.736,-0.006,-0.062,-1.088,-0.356
688.5,-0.651,-0.006,-0.072,-0.726,-0.384
688.75,-0.533,-0.006,-0.249,-0.288,-0.613
689.0,-0.415,-0.006,-0.425,0.15,-0.842
689.25,-0.284,-0.005,-0.212,0.34,-0.655
689.5,-0.152,-0.003,0.002,0.531,-0.468
689.75,-0.155,-0.003,0.07,0.566,-0.219
690.0,-0.158,-0.003,0.138,0.601,0.03
690.25,-0.247,-0.003,-0.06,0.402,0.121
690.5,-0.336,-0.003,-0.257,0.202,0.211
690.75,-0.431,-0.003,-0.244,0.008,0.064
691.0,-0.526,-0.003,-0.231,-0.186,-0.082
691.25,-0.578,-0.003,-0.229,-0.338,-0.218
691.5,-0.631,-0.003,-0.227,-0.49,-0.354
691.75,-0.625,-0.003,-0.212,-0.65,-0.551
692.0,-0.62,-0.003,-0.197,-0.811,-0.748
692.25,-0.552,-0.003,-0.127,-0.949,-0.519
692.5,-0.484,-0.003,-0.058,-1.087,-0.291
692.75,-0.202,-0.005,0.121,-1.263,0.21
693.0,0.08,-0.006,0.3,-1.438,0.711
693.25,0.326,-0.006,0.254,-1.494,0.541
693.5,0.571,-0.006,0.209,-1.549,0.371
693.75,0.742,-0.006,0.37,-1.306,0.117
694.0,0.913,-0.006,0.532,-1.062,-0.136
694.25,0.918,-0.005,0.806,-0.836,-0.281
694.5,0.924,-0.005,1.08,-0.61,-0.425
694.75,0.789,-0.005,1.112,-0.273,-0.439
695.0,0.655,-0.005,1.144,0.063,-0.453
695.25,0.535,-0.005,1.131,0.323,-0.474
695.5,0.416,-0.005,1.119,0.583,-0.496
695.75,0.133,-0.005,1.139,0.634,-0.552
696.0,-0.149,-0.005,1.159,0.686,-0.609
696.25,-0.207,-0.005,1.212,0.631,-0.631
696.5,-0.266,-0.005,1.265,0.576,-0.653
696.75,-0.181,-0.005,1.298,0.495,-0.706
697.0,-0.095,-0.005,1.33,0.413,-0.758
697.25,0.021,-0.005,1.376,0.274,-0.811
697.5,0.137,-0.005,1.421,0.135,-0.864
697.75,0.271,-0.006,1.249,-0.085,-0.681
698.0,0.405,-0.007,1.077,-0.304,-0.498
698.25,0.422,-0.007,0.871,-0.572,-0.47
698.5,0.438,-0.007,0.665,-0.84,-0.441
